"PLU_SAP60";"store_id";"PredictionDay";"ReferenceDay";"FinalForecast"
" 000000000000626218.";"0067";"2023-12-23";"2023-12-18";" 0000000000000003.58"
" 000000000000966679.";"0328";"2024-01-04";"2023-12-18";" 0000000000000005.91"
" 000000000000858091.";"0486";"2023-12-23";"2023-12-18";" 0000000000000002.83"
" 000000000000626218.";"0067";"2024-01-08";"2023-12-18";" 0000000000000002.80"
" 000000000000626218.";"0332";"2023-12-24";"2023-12-18";" 0000000000000001.84"
" 000000000000649587.";"0067";"2023-12-23";"2023-12-18";" 0000000000000021.49"
" 000000000000966668.";"0067";"2023-12-23";"2023-12-18";" 0000000000000075.09"
" 000000000000966669.";"0067";"2023-12-23";"2023-12-18";" 0000000000000101.94"
" 000000000000966670.";"0067";"2023-12-23";"2023-12-18";" 0000000000000011.31"
" 000000000000571581.";"0328";"2023-12-21";"2023-12-18";" 0000000000000022.30"
" 000000000000638771.";"0328";"2023-12-23";"2023-12-18";" 0000000000000045.44"
" 000000000000966668.";"0067";"2023-12-28";"2023-12-18";" 0000000000000066.13"
" 000000000000632861.";"0328";"2023-12-29";"2023-12-18";" 0000000000000001.03"
" 000000000000638484.";"0328";"2023-12-29";"2023-12-18";" 0000000000000000.46"
" 000000000000966668.";"0328";"2023-12-22";"2023-12-18";" 0000000000000052.01"
" 000000000000966669.";"0328";"2023-12-22";"2023-12-18";" 0000000000000050.02"
" 000000000000966670.";"0328";"2023-12-22";"2023-12-18";" 0000000000000010.78"
" 000000000000966668.";"0332";"2023-12-22";"2023-12-18";" 0000000000000047.54"
" 000000000000966669.";"0332";"2023-12-22";"2023-12-18";" 0000000000000050.40"
" 000000000000638771.";"0328";"2023-12-30";"2023-12-18";" 0000000000000048.33"
" 000000000000632861.";"0978";"2024-01-09";"2023-12-18";" 0000000000000001.39"
" 000000000000966679.";"0332";"2024-01-09";"2023-12-18";" 0000000000000002.77"
" 000000000000626218.";"0486";"2023-12-27";"2023-12-18";" 0000000000000001.24"
" 000000000000966679.";"0486";"2023-12-27";"2023-12-18";" 0000000000000002.01"
" 000000000000649587.";"0067";"2023-12-27";"2023-12-18";" 0000000000000001.85"
" 000000000000966679.";"0328";"2023-12-21";"2023-12-18";" 0000000000000005.66"
" 000000000000626218.";"0332";"2024-01-10";"2023-12-18";" 0000000000000002.13"
" 000000000000571581.";"0486";"2024-01-09";"2023-12-18";" 0000000000000000.46"
" 000000000000632861.";"0486";"2024-01-09";"2023-12-18";" 0000000000000001.37"
" 000000000000626218.";"0978";"2023-12-27";"2023-12-18";" 0000000000000001.42"
" 000000000000638484.";"0978";"2024-01-10";"2023-12-18";" 0000000000000000.19"
" 000000000000571581.";"0332";"2023-12-31";"2023-12-18";" 0000000000000002.27"
" 000000000000638771.";"0978";"2023-12-24";"2023-12-18";" 0000000000000011.47"
" 000000000000966679.";"0067";"2023-12-27";"2023-12-18";" 0000000000000003.79"
" 000000000000571581.";"0332";"2023-12-23";"2023-12-18";" 0000000000000000.95"
" 000000000000649587.";"0067";"2023-12-19";"2023-12-18";" 0000000000000011.78"
" 000000000000571581.";"0332";"2024-01-03";"2023-12-18";" 0000000000000001.72"
" 000000000000632861.";"0332";"2024-01-03";"2023-12-18";" 0000000000000002.57"
" 000000000000966668.";"0978";"2024-01-02";"2023-12-18";" 0000000000000038.12"
" 000000000000966669.";"0978";"2024-01-02";"2023-12-18";" 0000000000000040.72"
" 000000000000966670.";"0978";"2024-01-02";"2023-12-18";" 0000000000000004.89"
" 000000000000649587.";"0067";"2023-12-26";"2023-12-18";" 0000000000000001.86"
" 000000000000571581.";"0328";"2024-01-05";"2023-12-18";" 0000000000000021.53"
" 000000000000858091.";"0328";"2024-01-06";"2023-12-18";" 0000000000000017.38"
" 000000000000966670.";"0328";"2024-01-06";"2023-12-18";" 0000000000000010.54"
" 000000000000966679.";"0328";"2024-01-06";"2023-12-18";" 0000000000000006.03"
" 000000000000966668.";"0978";"2024-01-11";"2023-12-18";" 0000000000000034.08"
" 000000000000966669.";"0978";"2024-01-11";"2023-12-18";" 0000000000000031.87"
" 000000000000966670.";"0978";"2024-01-11";"2023-12-18";" 0000000000000004.60"
" 000000000000966679.";"0978";"2024-01-11";"2023-12-18";" 0000000000000002.37"
" 000000000000649587.";"0067";"2023-12-30";"2023-12-18";" 0000000000000003.12"
" 000000000000626218.";"0328";"2024-01-11";"2023-12-18";" 0000000000000003.77"
" 000000000000638484.";"0978";"2023-12-21";"2023-12-18";" 0000000000000000.37"
" 000000000000638771.";"0328";"2023-12-28";"2023-12-18";" 0000000000000036.24"
" 000000000000626218.";"0332";"2023-12-28";"2023-12-18";" 0000000000000002.03"
" 000000000000626218.";"0328";"2023-12-30";"2023-12-18";" 0000000000000005.11"
" 000000000000858091.";"0328";"2023-12-30";"2023-12-18";" 0000000000000024.22"
" 000000000000966668.";"0328";"2023-12-30";"2023-12-18";" 0000000000000058.83"
" 000000000000966669.";"0328";"2023-12-30";"2023-12-18";" 0000000000000068.39"
" 000000000000966670.";"0328";"2023-12-30";"2023-12-18";" 0000000000000011.81"
" 000000000000858091.";"0486";"2023-12-31";"2023-12-18";" 0000000000000004.83"
" 000000000000966679.";"0067";"2023-12-26";"2023-12-18";" 0000000000000003.81"
" 000000000000638484.";"0978";"2023-12-24";"2023-12-18";" 0000000000000000.54"
" 000000000000638771.";"0486";"2023-12-18";"2023-12-18";" 0000000000000009.69"
" 000000000000966668.";"0978";"2023-12-23";"2023-12-18";" 0000000000000049.28"
" 000000000000966669.";"0978";"2023-12-23";"2023-12-18";" 0000000000000058.06"
" 000000000000966670.";"0978";"2023-12-23";"2023-12-18";" 0000000000000005.75"
" 000000000000626218.";"0328";"2023-12-29";"2023-12-18";" 0000000000000004.54"
" 000000000000649587.";"0067";"2023-12-29";"2023-12-18";" 0000000000000002.49"
" 000000000000858091.";"0332";"2023-12-28";"2023-12-18";" 0000000000000004.54"
" 000000000000966679.";"0332";"2023-12-28";"2023-12-18";" 0000000000000002.57"
" 000000000000571581.";"0328";"2023-12-29";"2023-12-18";" 0000000000000030.65"
" 000000000000966679.";"0332";"2024-01-03";"2023-12-18";" 0000000000000002.65"
" 000000000000632861.";"0067";"2024-01-05";"2023-12-18";" 0000000000000001.16"
" 000000000000626218.";"0978";"2023-12-28";"2023-12-18";" 0000000000000001.42"
" 000000000000632861.";"0978";"2024-01-02";"2023-12-18";" 0000000000000001.62"
" 000000000000638484.";"0978";"2024-01-02";"2023-12-18";" 0000000000000000.21"
" 000000000000626218.";"0978";"2024-01-04";"2023-12-18";" 0000000000000001.50"
" 000000000000626218.";"0486";"2024-01-10";"2023-12-18";" 0000000000000001.25"
" 000000000000638771.";"0328";"2023-12-26";"2023-12-18";" 0000000000000034.69"
" 000000000000626218.";"0978";"2024-01-10";"2023-12-18";" 0000000000000001.49"
" 000000000000858091.";"0332";"2023-12-29";"2023-12-18";" 0000000000000006.84"
" 000000000000966668.";"0332";"2023-12-24";"2023-12-18";" 0000000000000044.10"
" 000000000000966669.";"0332";"2023-12-24";"2023-12-18";" 0000000000000052.95"
" 000000000000966668.";"0332";"2024-01-07";"2023-12-18";" 0000000000000049.52"
" 000000000000966669.";"0332";"2024-01-07";"2023-12-18";" 0000000000000052.21"
" 000000000000966670.";"0332";"2024-01-07";"2023-12-18";" 0000000000000004.45"
" 000000000000966679.";"0332";"2024-01-07";"2023-12-18";" 0000000000000002.01"
" 000000000000858091.";"0978";"2024-01-02";"2023-12-18";" 0000000000000013.75"
" 000000000000638484.";"0978";"2023-12-26";"2023-12-18";" 0000000000000000.21"
" 000000000000638771.";"0978";"2023-12-26";"2023-12-18";" 0000000000000007.31"
" 000000000000626218.";"0067";"2024-01-05";"2023-12-18";" 0000000000000003.12"
" 000000000000638771.";"0067";"2024-01-11";"2023-12-18";" 0000000000000013.90"
" 000000000000649587.";"0067";"2024-01-11";"2023-12-18";" 0000000000000006.87"
" 000000000000638771.";"0978";"2023-12-28";"2023-12-18";" 0000000000000007.99"
" 000000000000638484.";"0978";"2024-01-06";"2023-12-18";" 0000000000000000.25"
" 000000000000571581.";"0332";"2023-12-19";"2023-12-18";" 0000000000000001.19"
" 000000000000632861.";"0332";"2023-12-19";"2023-12-18";" 0000000000000002.36"
" 000000000000571581.";"0332";"2023-12-24";"2023-12-18";" 0000000000000000.69"
" 000000000000858091.";"0978";"2023-12-24";"2023-12-18";" 0000000000000019.54"
" 000000000000966668.";"0328";"2023-12-19";"2023-12-18";" 0000000000000052.53"
" 000000000000966668.";"0332";"2023-12-28";"2023-12-18";" 0000000000000052.18"
" 000000000000966669.";"0332";"2023-12-28";"2023-12-18";" 0000000000000049.10"
" 000000000000966670.";"0332";"2023-12-28";"2023-12-18";" 0000000000000006.22"
" 000000000000638771.";"0332";"2023-12-24";"2023-12-18";" 0000000000000008.32"
" 000000000000966670.";"0067";"2023-12-29";"2023-12-18";" 0000000000000011.04"
" 000000000000966679.";"0067";"2023-12-29";"2023-12-18";" 0000000000000004.22"
" 000000000000966679.";"0978";"2023-12-18";"2023-12-18";" 0000000000000003.03"
" 000000000000966679.";"0978";"2023-12-24";"2023-12-18";" 0000000000000003.87"
" 000000000000626218.";"0328";"2023-12-20";"2023-12-18";" 0000000000000004.14"
" 000000000000638484.";"0328";"2023-12-20";"2023-12-18";" 0000000000000000.01"
" 000000000000638484.";"0486";"2023-12-27";"2023-12-18";" 0000000000000000.21"
" 000000000000571581.";"0332";"2023-12-22";"2023-12-18";" 0000000000000001.23"
" 000000000000632861.";"0486";"2023-12-23";"2023-12-18";" 0000000000000002.39"
" 000000000000626218.";"0067";"2023-12-20";"2023-12-18";" 0000000000000002.77"
" 000000000000966668.";"0978";"2023-12-18";"2023-12-18";" 0000000000000036.11"
" 000000000000966669.";"0978";"2023-12-18";"2023-12-18";" 0000000000000032.17"
" 000000000000966670.";"0978";"2023-12-18";"2023-12-18";" 0000000000000004.64"
" 000000000000638771.";"0328";"2024-01-06";"2023-12-18";" 0000000000000042.15"
" 000000000000966679.";"0486";"2023-12-24";"2023-12-18";" 0000000000000002.85"
" 000000000000571581.";"0486";"2024-01-11";"2023-12-18";" 0000000000000000.46"
" 000000000000632861.";"0486";"2024-01-11";"2023-12-18";" 0000000000000000.86"
" 000000000000966668.";"0486";"2024-01-11";"2023-12-18";" 0000000000000020.01"
" 000000000000966669.";"0486";"2024-01-11";"2023-12-18";" 0000000000000030.10"
" 000000000000966670.";"0486";"2024-01-11";"2023-12-18";" 0000000000000004.41"
" 000000000000966679.";"0486";"2024-01-11";"2023-12-18";" 0000000000000001.55"
" 000000000000571581.";"0486";"2024-01-12";"2023-12-18";" 0000000000000000.56"
" 000000000000632861.";"0486";"2024-01-12";"2023-12-18";" 0000000000000000.77"
" 000000000000626218.";"0486";"2023-12-31";"2023-12-18";" 0000000000000002.21"
" 000000000000966668.";"0332";"2023-12-18";"2023-12-18";" 0000000000000043.89"
" 000000000000966669.";"0332";"2023-12-18";"2023-12-18";" 0000000000000038.11"
" 000000000000626218.";"0978";"2023-12-18";"2023-12-18";" 0000000000000001.51"
" 000000000000638484.";"0486";"2023-12-24";"2023-12-18";" 0000000000000000.30"
" 000000000000966679.";"0332";"2023-12-20";"2023-12-18";" 0000000000000002.51"
" 000000000000571581.";"0978";"2023-12-24";"2023-12-18";" 0000000000000000.81"
" 000000000000638484.";"0332";"2023-12-23";"2023-12-18";" 0000000000000003.90"
" 000000000000638484.";"0328";"2024-01-12";"2023-12-18";" 0000000000000000.36"
" 000000000000638771.";"0328";"2024-01-12";"2023-12-18";" 0000000000000031.71"
" 000000000000858091.";"0328";"2024-01-12";"2023-12-18";" 0000000000000018.52"
" 000000000000638484.";"0332";"2024-01-12";"2023-12-18";" 0000000000000000.80"
" 000000000000638771.";"0332";"2024-01-12";"2023-12-18";" 0000000000000016.36"
" 000000000000638771.";"0067";"2024-01-05";"2023-12-18";" 0000000000000021.96"
" 000000000000649587.";"0067";"2024-01-05";"2023-12-18";" 0000000000000002.49"
" 000000000000858091.";"0486";"2024-01-04";"2023-12-18";" 0000000000000002.42"
" 000000000000638771.";"0332";"2023-12-23";"2023-12-18";" 0000000000000012.40"
" 000000000000571581.";"0332";"2024-01-05";"2023-12-18";" 0000000000000001.72"
" 000000000000632861.";"0332";"2024-01-05";"2023-12-18";" 0000000000000002.80"
" 000000000000632861.";"0067";"2023-12-24";"2023-12-18";" 0000000000000001.50"
" 000000000000638484.";"0978";"2023-12-31";"2023-12-18";" 0000000000000000.34"
" 000000000000649587.";"0067";"2023-12-31";"2023-12-18";" 0000000000000002.85"
" 000000000000858091.";"0978";"2023-12-26";"2023-12-18";" 0000000000000012.88"
" 000000000000638771.";"0978";"2024-01-09";"2023-12-18";" 0000000000000007.20"
" 000000000000638484.";"0486";"2023-12-31";"2023-12-18";" 0000000000000000.36"
" 000000000000638771.";"0332";"2023-12-26";"2023-12-18";" 0000000000000007.61"
" 000000000000858091.";"0328";"2024-01-08";"2023-12-18";" 0000000000000012.04"
" 000000000000966679.";"0328";"2024-01-08";"2023-12-18";" 0000000000000006.30"
" 000000000000632861.";"0332";"2024-01-08";"2023-12-18";" 0000000000000002.39"
" 000000000000638484.";"0332";"2024-01-08";"2023-12-18";" 0000000000000002.85"
" 000000000000638771.";"0978";"2023-12-29";"2023-12-18";" 0000000000000010.13"
" 000000000000966668.";"0978";"2024-01-06";"2023-12-18";" 0000000000000044.83"
" 000000000000966669.";"0978";"2024-01-06";"2023-12-18";" 0000000000000055.39"
" 000000000000966670.";"0978";"2024-01-06";"2023-12-18";" 0000000000000005.46"
" 000000000000966679.";"0978";"2024-01-06";"2023-12-18";" 0000000000000003.60"
" 000000000000638771.";"0067";"2024-01-10";"2023-12-18";" 0000000000000015.21"
" 000000000000638484.";"0332";"2024-01-06";"2023-12-18";" 0000000000000003.20"
" 000000000000571581.";"0332";"2024-01-06";"2023-12-18";" 0000000000000001.57"
" 000000000000632861.";"0332";"2024-01-06";"2023-12-18";" 0000000000000002.59"
" 000000000000966668.";"0978";"2024-01-08";"2023-12-18";" 0000000000000035.22"
" 000000000000966669.";"0978";"2024-01-08";"2023-12-18";" 0000000000000035.98"
" 000000000000966670.";"0978";"2024-01-08";"2023-12-18";" 0000000000000004.71"
" 000000000000632861.";"0328";"2024-01-03";"2023-12-18";" 0000000000000000.96"
" 000000000000626218.";"0067";"2024-01-10";"2023-12-18";" 0000000000000002.53"
" 000000000000632861.";"0067";"2024-01-10";"2023-12-18";" 0000000000000001.46"
" 000000000000966669.";"0978";"2023-12-20";"2023-12-18";" 0000000000000031.60"
" 000000000000966670.";"0978";"2023-12-20";"2023-12-18";" 0000000000000004.38"
" 000000000000632861.";"0067";"2023-12-27";"2023-12-18";" 0000000000000001.07"
" 000000000000966668.";"0067";"2023-12-27";"2023-12-18";" 0000000000000067.29"
" 000000000000966669.";"0067";"2023-12-27";"2023-12-18";" 0000000000000074.76"
" 000000000000966670.";"0067";"2023-12-27";"2023-12-18";" 0000000000000009.70"
" 000000000000632861.";"0328";"2023-12-27";"2023-12-18";" 0000000000000000.89"
" 000000000000858091.";"0328";"2023-12-27";"2023-12-18";" 0000000000000010.85"
" 000000000000966679.";"0328";"2023-12-22";"2023-12-18";" 0000000000000005.88"
" 000000000000632861.";"0328";"2023-12-28";"2023-12-18";" 0000000000000000.87"
" 000000000000571581.";"0332";"2023-12-28";"2023-12-18";" 0000000000000001.90"
" 000000000000632861.";"0332";"2023-12-28";"2023-12-18";" 0000000000000002.55"
" 000000000000966668.";"0067";"2023-12-18";"2023-12-18";" 0000000000000058.40"
" 000000000000966668.";"0332";"2023-12-27";"2023-12-18";" 0000000000000050.83"
" 000000000000966669.";"0332";"2023-12-27";"2023-12-18";" 0000000000000045.42"
" 000000000000966670.";"0332";"2023-12-27";"2023-12-18";" 0000000000000005.98"
" 000000000000966668.";"0067";"2023-12-30";"2023-12-18";" 0000000000000101.81"
" 000000000000966669.";"0067";"2023-12-30";"2023-12-18";" 0000000000000146.48"
" 000000000000966670.";"0067";"2023-12-30";"2023-12-18";" 0000000000000012.23"
" 000000000000632861.";"0486";"2023-12-24";"2023-12-18";" 0000000000000002.84"
" 000000000000632861.";"0978";"2023-12-30";"2023-12-18";" 0000000000000002.52"
" 000000000000966679.";"0332";"2023-12-30";"2023-12-18";" 0000000000000002.99"
" 000000000000632861.";"0978";"2024-01-03";"2023-12-18";" 0000000000000001.58"
" 000000000000571581.";"0486";"2023-12-24";"2023-12-18";" 0000000000000000.38"
" 000000000000626218.";"0328";"2023-12-24";"2023-12-18";" 0000000000000004.52"
" 000000000000571581.";"0978";"2024-01-06";"2023-12-18";" 0000000000000012.93"
" 000000000000966668.";"0332";"2023-12-29";"2023-12-18";" 0000000000000064.94"
" 000000000000966669.";"0332";"2023-12-29";"2023-12-18";" 0000000000000068.59"
" 000000000000966670.";"0332";"2023-12-29";"2023-12-18";" 0000000000000007.17"
" 000000000000966668.";"0328";"2024-01-02";"2023-12-18";" 0000000000000049.60"
" 000000000000966669.";"0328";"2024-01-02";"2023-12-18";" 0000000000000045.72"
" 000000000000966670.";"0328";"2024-01-02";"2023-12-18";" 0000000000000011.05"
" 000000000000858091.";"0332";"2024-01-12";"2023-12-18";" 0000000000000008.38"
" 000000000000966679.";"0332";"2023-12-24";"2023-12-18";" 0000000000000002.10"
" 000000000000966668.";"0332";"2024-01-08";"2023-12-18";" 0000000000000052.79"
" 000000000000966669.";"0332";"2024-01-08";"2023-12-18";" 0000000000000047.82"
" 000000000000966670.";"0332";"2024-01-08";"2023-12-18";" 0000000000000006.43"
" 000000000000966679.";"0332";"2024-01-08";"2023-12-18";" 0000000000000002.79"
" 000000000000638771.";"0332";"2023-12-20";"2023-12-18";" 0000000000000008.43"
" 000000000000571581.";"0486";"2023-12-23";"2023-12-18";" 0000000000000000.39"
" 000000000000966668.";"0328";"2024-01-06";"2023-12-18";" 0000000000000048.85"
" 000000000000966669.";"0328";"2024-01-06";"2023-12-18";" 0000000000000052.39"
" 000000000000858091.";"0332";"2024-01-06";"2023-12-18";" 0000000000000006.47"
" 000000000000632861.";"0486";"2023-12-28";"2023-12-18";" 0000000000000001.69"
" 000000000000626218.";"0486";"2024-01-02";"2023-12-18";" 0000000000000001.35"
" 000000000000966670.";"0067";"2023-12-20";"2023-12-18";" 0000000000000009.46"
" 000000000000966669.";"0486";"2023-12-19";"2023-12-18";" 0000000000000025.94"
" 000000000000966670.";"0486";"2023-12-19";"2023-12-18";" 0000000000000005.52"
" 000000000000638484.";"0332";"2023-12-24";"2023-12-18";" 0000000000000003.69"
" 000000000000626218.";"0486";"2023-12-21";"2023-12-18";" 0000000000000001.28"
" 000000000000966670.";"0486";"2023-12-20";"2023-12-18";" 0000000000000005.48"
" 000000000000571581.";"0332";"2023-12-26";"2023-12-18";" 0000000000000001.49"
" 000000000000638771.";"0328";"2024-01-03";"2023-12-18";" 0000000000000039.08"
" 000000000000966668.";"0978";"2023-12-28";"2023-12-18";" 0000000000000034.58"
" 000000000000966669.";"0978";"2023-12-28";"2023-12-18";" 0000000000000038.54"
" 000000000000626218.";"0486";"2024-01-08";"2023-12-18";" 0000000000000001.28"
" 000000000000858091.";"0328";"2024-01-05";"2023-12-18";" 0000000000000014.55"
" 000000000000571581.";"0328";"2024-01-09";"2023-12-18";" 0000000000000012.87"
" 000000000000632861.";"0328";"2024-01-09";"2023-12-18";" 0000000000000001.41"
" 000000000000966668.";"0067";"2024-01-08";"2023-12-18";" 0000000000000070.59"
" 000000000000966669.";"0067";"2024-01-08";"2023-12-18";" 0000000000000073.30"
" 000000000000966670.";"0067";"2024-01-08";"2023-12-18";" 0000000000000009.81"
" 000000000000966679.";"0067";"2024-01-08";"2023-12-18";" 0000000000000003.99"
" 000000000000638484.";"0328";"2023-12-18";"2023-12-18";" 0000000000000000.02"
" 000000000000966679.";"0067";"2023-12-22";"2023-12-18";" 0000000000000004.07"
" 000000000000638771.";"0328";"2023-12-20";"2023-12-18";" 0000000000000035.57"
" 000000000000632861.";"0328";"2023-12-20";"2023-12-18";" 0000000000000000.87"
" 000000000000966668.";"0332";"2023-12-20";"2023-12-18";" 0000000000000041.97"
" 000000000000966669.";"0332";"2023-12-20";"2023-12-18";" 0000000000000037.41"
" 000000000000858091.";"0978";"2023-12-30";"2023-12-18";" 0000000000000038.55"
" 000000000000966679.";"0978";"2023-12-22";"2023-12-18";" 0000000000000003.08"
" 000000000000638771.";"0978";"2024-01-02";"2023-12-18";" 0000000000000008.32"
" 000000000000626218.";"0067";"2023-12-22";"2023-12-18";" 0000000000000003.26"
" 000000000000632861.";"0328";"2023-12-21";"2023-12-18";" 0000000000000000.86"
" 000000000000858091.";"0332";"2024-01-02";"2023-12-18";" 0000000000000004.21"
" 000000000000571581.";"0328";"2023-12-22";"2023-12-18";" 0000000000000021.54"
" 000000000000626218.";"0328";"2024-01-07";"2023-12-18";" 0000000000000004.37"
" 000000000000858091.";"0978";"2024-01-10";"2023-12-18";" 0000000000000009.89"
" 000000000000966668.";"0978";"2024-01-10";"2023-12-18";" 0000000000000033.66"
" 000000000000638484.";"0486";"2024-01-09";"2023-12-18";" 0000000000000000.19"
" 000000000000858091.";"0486";"2024-01-09";"2023-12-18";" 0000000000000002.31"
" 000000000000626218.";"0328";"2024-01-12";"2023-12-18";" 0000000000000003.94"
" 000000000000632861.";"0328";"2024-01-12";"2023-12-18";" 0000000000000002.61"
" 000000000000966668.";"0332";"2024-01-12";"2023-12-18";" 0000000000000051.19"
" 000000000000966669.";"0332";"2024-01-12";"2023-12-18";" 0000000000000063.45"
" 000000000000966670.";"0332";"2024-01-12";"2023-12-18";" 0000000000000007.16"
" 000000000000966679.";"0332";"2024-01-12";"2023-12-18";" 0000000000000003.30"
" 000000000000858091.";"0978";"2024-01-09";"2023-12-18";" 0000000000000011.07"
" 000000000000638484.";"0978";"2024-01-11";"2023-12-18";" 0000000000000000.19"
" 000000000000638771.";"0978";"2024-01-11";"2023-12-18";" 0000000000000006.08"
" 000000000000858091.";"0978";"2024-01-11";"2023-12-18";" 0000000000000009.23"
" 000000000000626218.";"0978";"2024-01-09";"2023-12-18";" 0000000000000001.50"
" 000000000000632861.";"0328";"2023-12-22";"2023-12-18";" 0000000000000000.93"
" 000000000000571581.";"0978";"2023-12-26";"2023-12-18";" 0000000000000010.98"
" 000000000000966670.";"0332";"2023-12-18";"2023-12-18";" 0000000000000006.34"
" 000000000000632861.";"0067";"2023-12-19";"2023-12-18";" 0000000000000001.04"
" 000000000000626218.";"0328";"2023-12-19";"2023-12-18";" 0000000000000004.29"
" 000000000000571581.";"0486";"2023-12-31";"2023-12-18";" 0000000000000000.98"
" 000000000000632861.";"0486";"2023-12-31";"2023-12-18";" 0000000000000003.24"
" 000000000000638771.";"0486";"2024-01-06";"2023-12-18";" 0000000000000016.24"
" 000000000000632861.";"0328";"2023-12-31";"2023-12-18";" 0000000000000001.19"
" 000000000000626218.";"0067";"2023-12-19";"2023-12-18";" 0000000000000002.79"
" 000000000000626218.";"0978";"2023-12-24";"2023-12-18";" 0000000000000002.15"
" 000000000000966668.";"0978";"2023-12-31";"2023-12-18";" 0000000000000070.49"
" 000000000000966669.";"0978";"2023-12-31";"2023-12-18";" 0000000000000102.90"
" 000000000000638771.";"0328";"2023-12-22";"2023-12-18";" 0000000000000040.26"
" 000000000000966679.";"0486";"2024-01-02";"2023-12-18";" 0000000000000002.17"
" 000000000000638771.";"0067";"2023-12-26";"2023-12-18";" 0000000000000017.60"
" 000000000000966679.";"0067";"2024-01-02";"2023-12-18";" 0000000000000004.08"
" 000000000000858091.";"0486";"2023-12-24";"2023-12-18";" 0000000000000002.77"
" 000000000000626218.";"0067";"2024-01-03";"2023-12-18";" 0000000000000002.94"
" 000000000000626218.";"0328";"2024-01-02";"2023-12-18";" 0000000000000004.30"
" 000000000000966679.";"0328";"2024-01-02";"2023-12-18";" 0000000000000006.15"
" 000000000000638771.";"0978";"2024-01-05";"2023-12-18";" 0000000000000009.17"
" 000000000000632861.";"0486";"2023-12-29";"2023-12-18";" 0000000000000002.00"
" 000000000000638771.";"0486";"2023-12-29";"2023-12-18";" 0000000000000014.74"
" 000000000000858091.";"0332";"2024-01-05";"2023-12-18";" 0000000000000005.91"
" 000000000000626218.";"0978";"2023-12-26";"2023-12-18";" 0000000000000001.44"
" 000000000000966679.";"0486";"2023-12-23";"2023-12-18";" 0000000000000002.55"
" 000000000000632861.";"0978";"2023-12-21";"2023-12-18";" 0000000000000001.41"
" 000000000000626218.";"0978";"2023-12-29";"2023-12-18";" 0000000000000001.72"
" 000000000000638771.";"0978";"2023-12-22";"2023-12-18";" 0000000000000009.93"
" 000000000000858091.";"0978";"2023-12-22";"2023-12-18";" 0000000000000015.14"
" 000000000000966670.";"0067";"2024-01-07";"2023-12-18";" 0000000000000009.96"
" 000000000000966679.";"0067";"2024-01-07";"2023-12-18";" 0000000000000004.03"
" 000000000000966670.";"0332";"2023-12-26";"2023-12-18";" 0000000000000006.05"
" 000000000000966679.";"0328";"2023-12-29";"2023-12-18";" 0000000000000006.19"
" 000000000000632861.";"0067";"2024-01-09";"2023-12-18";" 0000000000000001.29"
" 000000000000626218.";"0486";"2023-12-24";"2023-12-18";" 0000000000000001.98"
" 000000000000638771.";"0328";"2024-01-08";"2023-12-18";" 0000000000000036.99"
" 000000000000638771.";"0332";"2024-01-08";"2023-12-18";" 0000000000000009.34"
" 000000000000858091.";"0332";"2024-01-09";"2023-12-18";" 0000000000000004.89"
" 000000000000632861.";"0328";"2024-01-02";"2023-12-18";" 0000000000000000.97"
" 000000000000571581.";"0978";"2024-01-09";"2023-12-18";" 0000000000000006.61"
" 000000000000966668.";"0067";"2024-01-09";"2023-12-18";" 0000000000000066.61"
" 000000000000966669.";"0067";"2024-01-09";"2023-12-18";" 0000000000000067.86"
" 000000000000626218.";"0332";"2024-01-03";"2023-12-18";" 0000000000000002.02"
" 000000000000638484.";"0978";"2024-01-05";"2023-12-18";" 0000000000000000.22"
" 000000000000858091.";"0978";"2024-01-05";"2023-12-18";" 0000000000000017.20"
" 000000000000632861.";"0486";"2023-12-20";"2023-12-18";" 0000000000000001.63"
" 000000000000638771.";"0328";"2023-12-21";"2023-12-18";" 0000000000000036.27"
" 000000000000638771.";"0978";"2023-12-20";"2023-12-18";" 0000000000000007.65"
" 000000000000632861.";"0978";"2023-12-26";"2023-12-18";" 0000000000000001.48"
" 000000000000966679.";"0978";"2023-12-26";"2023-12-18";" 0000000000000002.97"
" 000000000000638484.";"0978";"2023-12-28";"2023-12-18";" 0000000000000000.24"
" 000000000000638484.";"0328";"2023-12-21";"2023-12-18";" 0000000000000000.01"
" 000000000000858091.";"0328";"2023-12-21";"2023-12-18";" 0000000000000009.26"
" 000000000000626218.";"0332";"2023-12-29";"2023-12-18";" 0000000000000002.46"
" 000000000000626218.";"0328";"2023-12-22";"2023-12-18";" 0000000000000004.60"
" 000000000000632861.";"0067";"2023-12-30";"2023-12-18";" 0000000000000001.63"
" 000000000000638771.";"0978";"2023-12-31";"2023-12-18";" 0000000000000012.08"
" 000000000000626218.";"0328";"2023-12-21";"2023-12-18";" 0000000000000004.16"
" 000000000000649587.";"0067";"2023-12-22";"2023-12-18";" 0000000000000016.40"
" 000000000000858091.";"0328";"2023-12-22";"2023-12-18";" 0000000000000011.12"
" 000000000000626218.";"0328";"2024-01-06";"2023-12-18";" 0000000000000004.64"
" 000000000000966668.";"0486";"2023-12-30";"2023-12-18";" 0000000000000031.36"
" 000000000000966669.";"0486";"2023-12-30";"2023-12-18";" 0000000000000064.88"
" 000000000000966670.";"0486";"2023-12-30";"2023-12-18";" 0000000000000008.67"
" 000000000000626218.";"0486";"2024-01-12";"2023-12-18";" 0000000000000001.45"
